OBJECTID,Year_Observed,StnLocation,Latitude,Longitude,Didemnum_vexillum,FCName,StnNum,Prov,Botrylloides_violaceus,Botryllus_schlosseri,Ciona_intestinalis,sampler,StnDescription,StructureType,Caprella_mutica,Membranipora_membranacea,Ascidiella_aspersa,Diplosoma_listerianum,Styela_clava,Codium_fragile
596,2011,Ship Harbour,44.8124,-62.872,,TPresent_NS2011,25,NS,0,0,0,DFO,mussel lease,mussel lines,1,1,,,,
597,2011,Country Harbour,45.23217,-61.759,,TPresent_NS2011,104,NS,0,0,1,NSDFA,mussel lease,mussel lines,0,0,,,,
598,2011,Whitehead,45.23297,-61.1588,,TPresent_NS2011,36,NS,0,0,1,NSDFA,mussel lease,mussel lines,0,0,,,,
599,2011,Cape Canso,45.3345,-60.9861,,TPresent_NS2011,39,NS,1,1,1,DFO,marina,floating dock,0,1,,,,
600,2011,Venus Cove,45.6153,-61.3901,,TPresent_NS2011,41,NS,0,1,1,DFO,marina,floating dock,1,1,,,,
601,2011,Petit de Grat,45.5071,-60.9605,,TPresent_NS2011,44,NS,1,1,1,DFO,public wharf,floating dock,1,0,,,,
602,2011,D'Escousse,45.5887,-60.9618,,TPresent_NS2011,45,NS,1,1,1,DFO,marina,floating dock,0,1,,,,
603,2011,Little Harbour,45.58333,-60.74067,,TPresent_NS2011,46,NS,1,1,1,DFO,public wharf,floating dock,0,0,,,,
604,2011,St. Peter's,45.66115,-60.8744,,TPresent_NS2011,47,NS,0,1,1,DFO,marina,floating dock,0,1,,,,
605,2011,Whycocomagh,45.9864,-61.1126,,TPresent_NS2011,51,NS,0,1,0,Unama'ki,public wharf,wharf,0,0,,,,
606,2011,Orangedale,45.9007,-61.08955,,TPresent_NS2011,52,NS,0,0,0,Unama'ki,public wharf,wharf,0,1,,,,
607,2011,Eskasoni,45.9557,-60.6099,,TPresent_NS2011,54,NS,0,1,0,Unama'ki,private wharf,wharf,0,1,,,,
608,2011,Baddeck,46.0999,-60.74752,,TPresent_NS2011,55,NS,0,1,0,DFO,public wharf,wharf,0,1,,,,
609,2011,Louisburg,45.91798,-59.98935,,TPresent_NS2011,58,NS,0,1,1,DFO,government wharf,floating dock,1,1,,,,
610,2011,Sydney RCBYC,46.13993,-60.16775,,TPresent_NS2011,62,NS,0,0,1,DFO,marina,floating dock,0,1,,,,
611,2011,North Sydney,46.1988,-60.2579,,TPresent_NS2011,63,NS,1,1,1,DFO,public wharf,wharf,0,1,,,,
612,2011,Dingwall,46.9032,-60.4604,,TPresent_NS2011,69,NS,1,1,1,DFO,public wharf,wharf,1,1,,,,
613,2011,Little River,46.44712,-60.45936,,TPresent_NS2011,74,NS,0,1,0,DFO,public wharf,floating dock,0,0,,,,
614,2011,St. Anns Bay,46.2784,-60.5644,,TPresent_NS2011,75,NS,0,0,0,DFO,mussel lease,mussel lines,1,1,,,,
615,2011,Robins Cove,45.5062,-61.0999,,TPresent_NS2011,80,NS,0,0,1,NSDFA,marina,floating dock,0,0,,,,
616,2011,Port Mouton,43.9194,-64.8434,,TPresent_NS2011,82,NS,0,1,0,DFO,public wharf,wharf,0,1,,,,
617,2011,Sambro,44.47861,-63.59953,,TPresent_NS2011,83,NS,1,1,1,DFO,government wharf,floating dock,1,1,,,,
618,2011,East Bay,46.0167,-60.3889,,TPresent_NS2011,86,NS,1,1,0,DFO,aquaculture demo site,buoy,0,0,,,,
619,2011,Halifax AYC,44.63588,-63.6131,,TPresent_NS2011,401,NS,0,1,1,DFO,marina,floating dock,0,0,,,,
620,2011,Aspy Bay North Harbour,46.90702,-60.47023,,TPresent_NS2011,94,NS,0,0,0,DFO,mussel lease,mussel lines,0,0,,,,
621,2011,Eel Lake,43.82667,-65.9077,,TPresent_NS2011,108,NS,0,0,0,DFO,oyster lease, ,0,0,,,,
623,2011,marina,44.63015,-65.75233,,Tdist_NS2011,1,NS,1,1,1,DFO,marina,floating dock,1,1,,,,
624,2011,public wharf,44.19365,-66.16688,,Tdist_NS2011,2,NS,1,1,2,DFO,public wharf,floating dock,1,1,,,,
625,2011,public wharf,43.81648,-66.14785,,Tdist_NS2011,4,NS,1,1,1,DFO,public wharf,floating dock,0,1,,,,
626,2011,public wharf,43.7236,-65.84057,,Tdist_NS2011,7,NS,1,1,4,DFO,public wharf,floating dock,0,1,,,,
627,2011,public wharf,43.4447,-65.6351,,Tdist_NS2011,8,NS,1,1,1,DFO,public wharf,floating dock,1,1,,,,
628,2011,marina,43.7578,-65.322,,Tdist_NS2011,12,NS,1,1,4,DFO,marina,floating dock,0,0,,,,
629,2011,public wharf,43.6995,-65.1074,,Tdist_NS2011,13,NS,2,1,1,DFO,public wharf, ,0,1,,,,
630,2011,public wharf,44.37525,-64.30687,,Tdist_NS2011,18,NS,1,1,2,DFO,public wharf,floating dock,0,1,,,,
631,2011,mussel lease,44.45598,-64.30683,,Tdist_NS2011,19,NS,1,1,2,DFO,mussel lease,mussel lines,1,1,,,,
632,2011,public wharf,44.5378,-64.2384,,Tdist_NS2011,21,NS,1,2,1,DFO,public wharf,floating dock,1,1,,,,
633,2011,government wharf,44.68187,-63.61187,,Tdist_NS2011,24,NS,0,1,1,DFO,government wharf,floating dock,0,0,,,,
634,2011,mussel lease,44.8124,-62.872,,Tdist_NS2011,25,NS,0,0,0,DFO,mussel lease,mussel lines,1,1,,,,
635,2011,mussel lease,45.23217,-61.759,,Tdist_NS2011,104,NS,0,0,1,NSDFA,mussel lease,mussel lines,0,0,,,,
636,2011,mussel lease,45.23297,-61.1588,,Tdist_NS2011,36,NS,0,0,1,NSDFA,mussel lease,mussel lines,0,0,,,,
637,2011,marina,45.3345,-60.9861,,Tdist_NS2011,39,NS,1,1,1,DFO,marina,floating dock,0,1,,,,
638,2011,marina,45.6153,-61.3901,,Tdist_NS2011,41,NS,0,1,1,DFO,marina,floating dock,1,1,,,,
639,2011,public wharf,45.5071,-60.9605,,Tdist_NS2011,44,NS,1,1,3,DFO,public wharf,floating dock,1,0,,,,
640,2011,marina,45.5887,-60.9618,,Tdist_NS2011,45,NS,1,1,1,DFO,marina,floating dock,0,1,,,,
641,2011,public wharf,45.58333,-60.74067,,Tdist_NS2011,46,NS,1,1,1,DFO,public wharf,floating dock,0,0,,,,
642,2011,marina,45.66115,-60.8744,,Tdist_NS2011,47,NS,0,2,1,DFO,marina,floating dock,0,1,,,,
643,2011,public wharf,45.9864,-61.1126,,Tdist_NS2011,51,NS,0,1,0,Unama'ki,public wharf,wharf,0,0,,,,
644,2011,public wharf,45.9007,-61.08955,,Tdist_NS2011,52,NS,0,0,0,Unama'ki,public wharf,wharf,0,1,,,,
645,2011,private wharf,45.9557,-60.6099,,Tdist_NS2011,54,NS,0,1,0,Unama'ki,private wharf,wharf,0,1,,,,
646,2011,public wharf,46.0999,-60.74752,,Tdist_NS2011,55,NS,0,1,0,DFO,public wharf,wharf,0,1,,,,
647,2011,government wharf,45.91798,-59.98935,,Tdist_NS2011,58,NS,0,1,2,DFO,government wharf,floating dock,1,1,,,,
648,2011,marina,46.13993,-60.16775,,Tdist_NS2011,62,NS,0,0,1,DFO,marina,floating dock,0,1,,,,
649,2011,public wharf,46.1988,-60.2579,,Tdist_NS2011,63,NS,2,1,1,DFO,public wharf,wharf,0,1,,,,
650,2011,public wharf,46.9032,-60.4604,,Tdist_NS2011,69,NS,1,1,1,DFO,public wharf,wharf,1,1,,,,
651,2011,public wharf,46.44712,-60.45936,,Tdist_NS2011,74,NS,0,1,0,DFO,public wharf,floating dock,0,0,,,,
652,2011,mussel lease,46.28176,-60.557,,Tdist_NS2011,75,NS,0,0,0,DFO,mussel lease,mussel lines,1,1,,,,
653,2011,marina,45.5062,-61.0999,,Tdist_NS2011,80,NS,0,0,1,NSDFA,marina,floating dock,0,0,,,,
654,2011,public wharf,43.9194,-64.8434,,Tdist_NS2011,82,NS,0,1,0,DFO,public wharf,wharf,0,1,,,,
655,2011,government wharf,44.47861,-63.59953,,Tdist_NS2011,83,NS,1,1,5,DFO,government wharf,floating dock,1,1,,,,
656,2011,aquaculture demo site,46.0167,-60.3889,,Tdist_NS2011,86,NS,1,1,0,DFO,aquaculture demo site,buoy,0,0,,,,
657,2011,marina,44.63588,-63.6131,,Tdist_NS2011,401,NS,0,1,1,DFO,marina,floating dock,0,0,,,,
658,2011,mussel lease,46.90702,-60.47023,,Tdist_NS2011,94,NS,0,0,0,DFO,mussel lease,mussel lines,0,0,,,,
659,2011,oyster lease,43.82667,-65.90767,,Tdist_NS2011,108,NS,0,0,0,DFO,oyster lease,lines,0,0,,,,
660,2010,Digby RWNSYC,44.63015,-65.75233,,TPresent_NS2010,1,NS,1,1,1,DFO,marina,floating dock,0,0,,,,
661,2010,Meteghan,44.19365,-66.16688,,TPresent_NS2010,2,NS,1,1,1,DFO,public wharf,floating dock,0,1,,,,
662,2010,Yarmouth Bar,43.81648,-66.14785,,TPresent_NS2010,4,NS,1,1,1,DFO,public wharf,floating dock,1,1,,,,
663,2010,Wedgeport,43.7137,-65.96947,,TPresent_NS2010,6,NS,1,1,1,DFO,public wharf,floating dock,1,1,,,,
664,2010,Camp Cove,43.7236,-65.84057,,TPresent_NS2010,7,NS,1,1,1,DFO,public wharf,floating dock,0,1,,,,
665,2010,Clark's Harbour,43.4447,-65.6351,,TPresent_NS2010,8,NS,1,1,1,DFO,public wharf,floating dock,1,1,,,,
666,2010,Ingomar,43.5627,-65.36245,,TPresent_NS2010,10,NS,1,1,1,DFO,public wharf,floating dock,0,0,,,,
667,2010,Shelburne,43.7578,-65.322,,TPresent_NS2010,12,NS,0,1,1,DFO,marina,floating dock,0,1,,,,
668,2010,Lunenburg,44.37525,-64.30687,,TPresent_NS2010,18,NS,1,1,1,DFO,public wharf,floating dock,1,1,,,,
669,2010,Indian Point Marine Farms,44.45598,-64.30683,,TPresent_NS2010,19,NS,1,1,1,DFO,mussel lease,mussel lines,0,1,,,,
670,2010,Chester,44.5378,-64.2384,,TPresent_NS2010,21,NS,1,1,1,DFO,public wharf,floating dock,0,1,,,,
671,2010,Halifax BIO Jetty,44.68187,-63.61187,,TPresent_NS2010,24,NS,0,0,1,DFO,government wharf,floating dock,1,1,,,,
672,2010,Whitehead,45.23943,-61.15262,,TPresent_NS2010,36,NS,0,0,1,NSDFA,mussel lease,mussel lines,0,0,,,,
673,2010,Venus Cove,45.6153,-61.3901,,TPresent_NS2010,41,NS,0,1,1,DFO,marina,floating dock,0,1,,,,
674,2010,Petit de Grat,45.5071,-60.9605,,TPresent_NS2010,44,NS,1,0,1,DFO,public wharf,floating dock,0,0,,,,
675,2010,St. Peter's,45.66115,-60.8744,,TPresent_NS2010,47,NS,0,1,0,DFO,marina,floating dock,0,0,,,,
676,2010,Gillis Cove,45.911,-61.0539,,TPresent_NS2010,48,NS,0,1,0,NSDFA,aquaculture lease,raft,0,0,,,,
677,2010,Whycocomagh,45.9864,-61.1126,,TPresent_NS2010,51,NS,0,1,0,Unama'ki,public wharf,wharf,0,0,,,,
678,2010,Orangedale,45.9007,-61.08955,,TPresent_NS2010,52,NS,0,1,0,Unama'ki,public wharf,wharf,0,0,,,,
679,2010,Eskasoni,45.9557,-60.6099,,TPresent_NS2010,54,NS,0,1,0,Unama'ki,private wharf,wharf,0,1,,,,
680,2010,Baddeck,46.0999,-60.74752,,TPresent_NS2010,55,NS,0,1,0,DFO/UFO,public wharf,wharf,0,1,,,,
681,2010,Louisburg,45.91798,-59.98935,,TPresent_NS2010,58,NS,0,1,0,DFO/UFO,government wharf,floating dock,1,0,,,,
682,2010,Sydney RCBYC,46.13993,-60.16775,,TPresent_NS2010,62,NS,0,1,1,DFO/UFO,marina,floating dock,0,1,,,,
683,2010,North Sydney,46.1988,-60.2579,,TPresent_NS2010,63,NS,1,1,1,DFO/UFO,public wharf,wharf,0,1,,,,
684,2010,Dingwall,46.9032,-60.4604,,TPresent_NS2010,69,NS,1,1,1,UFO,public wharf,wharf,1,1,,,,
685,2010,Cheticamp,46.6268,-61.01597,,TPresent_NS2010,71,NS,1,1,0,DFO/UFO,public wharf,wharf,0,1,,,,
686,2010,Mabou,46.08573,-61.46442,,TPresent_NS2010,73,NS,0,0,0,DFO/UFO,public wharf,floating dock,0,1,,,,
687,2010,Pictou,45.6744,-62.7118,,TPresent_NS2010,77,NS,0,0,0,DFO,marina,floating dock,0,1,,,,
688,2010,Port Mouton,43.9194,-64.8434,,TPresent_NS2010,82,NS,0,1,0,DFO,public wharf,wharf,0,1,,,,
689,2010,East Bay,46.0136,-60.3892,,TPresent_NS2010,86,NS,0,1,0,DFO,public wharf,wharf,0,0,,,,
690,2010,Caribou,45.7298,-62.6576,,TPresent_NS2010,91,NS,0,0,0,DFO,ferry dock,wharf,0,0,,,,
691,2010,Aspy Bay North Harbour,46.90702,-60.47023,,TPresent_NS2010,94,NS,0,0,0,DFO,mussel lease,mussel lines,1,1,,,,
692,2010,Aspy Bay  South harbour,46.88309,-60.46551,,TPresent_NS2010,95,NS,0,1,0,NSDFA,oyster lease, ,0,0,,,,
693,2010,Lahave River,44.3116,-64.4083,,TPresent_NS2010,100,NS,0,0,0,DFO,marina,floating dock,0,1,,,,
694,2010,Country Harbour,45.23217,-61.759,,TPresent_NS2010,104,NS,0,0,1,NSDFA,mussel lease,mussel lines,0,0,,,,
695,2010,Eel Lake,43.82667,-65.90767,,TPresent_NS2010,108,NS,0,1,1,DFA,oyster lease,lines,0,0,,,,
696,2010,Merigomish,45.64933,-62.54517,,TPresent_NS2010,112,NS,0,0,0,NSDFA,oyster lease,cages,0,0,,,,
697,2010,"Halifax, RNSYS",44.62142,-63.58022,,TPresent_NS2010,402,NS,0,1,1,DFO,marina,floating dock,1,1,,,,
698,2010,Dingwall Harbour,46.901,-60.465,,TPresent_NS2010,420,NS,1,1,0,DFO,private wharf,wharf,0,0,,,,
699,2010,Sober Island,44.84,-62.47,,TPresent_NS2010,421,NS,1,0,0,NSDFA,oyster lease, ,0,0,,,,
700,2010,Malagash,45.75,-63.35,,TPresent_NS2010,422,NS,0,0,0,NSDFA,shellfish lease, ,0,0,,,,
701,2010,Alba,45.924,-60.9925,,TPresent_NS2010,423,NS,0,0,0,NSDFA,shellfish lease, ,0,0,,,,
702,2010,Port L'Hebert,43.755,-64.9591,,TPresent_NS2010,424,NS,0,0,0,NSDFA,shellfish lease, ,0,0,,,,
705,2010,Musquash,45.1867,-66.2575,,Tdist_NB2011,132,NB,0,0,0,,,,,,,,,
706,2010,Dipper Harbour,45.0944,-66.4168,,Tdist_NB2011,133,NB,0,1,1,,,,,,,,,
707,2010,Beaver Harbour NB,45.0688,-66.7398,,Tdist_NB2011,135,NB,1,1,2,,,,,,,,,
708,2010,North Head,44.768,-66.762,,Tdist_NB2011,136,NB,0,1,1,,,,,,,,,
709,2010,Ingalls Head,44.6609,-66.7566,,Tdist_NB2011,137,NB,0,1,1,,,,,,,,,
710,2010,Wallace Cove,45.0466,-66.8052,,Tdist_NB2011,138,NB,0,0,1,,,,,,,,,
711,2010,Seal Cove,44.6474,-66.8413,,Tdist_NB2011,140,NB,0,1,0,,,,,,,,,
712,2010,Back Bay,45.0561,-66.8638,,Tdist_NB2011,141,NB,0,1,3,,,,,,,,,
713,2010,Letete,45.0513,-66.8956,,Tdist_NB2011,143,NB,0,1,1,,,,,,,,,
714,2010,Head Harbour,44.9466,-66.9055,,Tdist_NB2011,144,NB,1,1,2,,,,,,,,,
715,2010,Wilson Beach,44.9283,-66.939,,Tdist_NB2011,145,NB,1,1,1,,,,,,,,,
716,2010,Leonardville,44.9716,-66.9527,,Tdist_NB2011,146,NB,0,1,2,,,,,,,,,
717,2010,Indian Island,44.9349,-66.9691,,Tdist_NB2011,147,NB,0,0,2,,,,,,,,,
718,2010,Fairhaven,44.964,-67,,Tdist_NB2011,149,NB,0,1,1,,,,,,,,,
719,2010,St.Andrews,45.0677,-67.0531,,Tdist_NB2011,151,NB,0,1,2,,,,,,,,,
720,2010,SABS,45.0823,-67.0847,,Tdist_NB2011,152,NB,0,1,2,,,,,,,,,
721,2009,Digby; RWNSYC,44.63015,-65.75233,,TPresent_NS2009,1,NS,1,1,1,,,,,,,,,
722,2009,Meteghan,44.19365,-66.16688,,TPresent_NS2009,2,NS,1,1,1,,,,,,,,,
723,2009,Yarmouth; PEM,43.836,-66.1233,,TPresent_NS2009,3,NS,0,0,0,,,,,,,,,
724,2009,Yarmouth Bar,43.81648,-66.14785,,TPresent_NS2009,4,NS,1,1,1,,,,,,,,,
725,2009,Wedgeport,43.7137,-65.96947,,TPresent_NS2009,6,NS,1,1,1,,,,,,,,,
726,2009,Camp Cove,43.7236,-65.84057,,TPresent_NS2009,7,NS,1,1,1,,,,,,,,,
727,2009,Clark?s Harbour-B,43.4447,-65.6351,,TPresent_NS2009,8,NS,1,1,1,,,,,,,,,
728,2009,Port La Tour,43.49848,-65.46988,,TPresent_NS2009,9,NS,1,1,1,,,,,,,,,
729,2009,Ingomar,43.56273,-65.36245,,TPresent_NS2009,10,NS,1,1,1,,,,,,,,,
730,2009,Gunning Cove,43.68073,-65.33973,,TPresent_NS2009,11,NS,0,1,1,,,,,,,,,
731,2009,Shelburne; YC,43.7578,-65.322,,TPresent_NS2009,12,NS,0,1,1,,,,,,,,,
732,2009,Lockeport,43.6995,-65.1074,,TPresent_NS2009,13,NS,1,1,1,,,,,,,,,
733,2009,Lower Sandy Point,43.68013,-65.30135,,TPresent_NS2009,14,NS,1,1,1,,,,,,,,,
734,2009,Moose Harbour,44.0187,-64.6644,,TPresent_NS2009,15,NS,0,1,1,,,,,,,,,
735,2009,Lunenburg,44.37525,-64.30687,,TPresent_NS2009,18,NS,1,1,1,,,,,,,,,
736,2009,Indian Point Marine Farms,44.45598,-64.30683,,TPresent_NS2009,19,NS,1,1,1,,,,,,,,,
737,2009,Mahone Bay,44.44782,-64.37437,,TPresent_NS2009,20,NS,1,1,1,,,,,,,,,
738,2009,Chester,44.5378,-64.2384,,TPresent_NS2009,21,NS,1,1,1,,,,,,,,,
739,2009,Hubbards,44.63768,-64.05907,,TPresent_NS2009,22,NS,1,1,1,,,,,,,,,
740,2009,Halifax; BIO Jetty,44.68187,-63.61187,,TPresent_NS2009,24,NS,0,1,1,,,,,,,,,
741,2009,Cape Canso,45.3345,-60.9861,,TPresent_NS2009,39,NS,0,1,1,,,,,,,,,
742,2009,Eddy Point,45.521,-61.26368,,TPresent_NS2009,40,NS,0,1,1,,,,,,,,,
743,2009,Venus Cove,45.6153,-61.3901,,TPresent_NS2009,41,NS,0,1,1,,,,,,,,,
744,2009,Petit de Grat-A,45.5071,-60.9605,,TPresent_NS2009,44,NS,1,1,1,,,,,,,,,
745,2009,"D?Escousse, LPYC",45.5887,-60.9618,,TPresent_NS2009,45,NS,1,1,1,,,,,,,,,
746,2009,Little Harbour,45.58333,-60.74067,,TPresent_NS2009,46,NS,1,1,1,,,,,,,,,
747,2009,St. Peter?s,45.66115,-60.8744,,TPresent_NS2009,47,NS,0,1,1,,,,,,,,,
748,2009,Gillis Cove,45.911,-61.0539,,TPresent_NS2009,48,NS,0,1,0,,,,,,,,,
749,2009,Whycocomagh,45.9864,-61.1126,,TPresent_NS2009,51,NS,0,1,0,,,,,,,,,
750,2009,Orangedale,45.9007,-61.08955,,TPresent_NS2009,52,NS,0,1,0,,,,,,,,,
751,2009,Nyanza,46.08937,-60.89027,,TPresent_NS2009,53,NS,0,1,0,,,,,,,,,
752,2009,Eskasoni,45.9557,-60.5853,,TPresent_NS2009,54,NS,0,1,0,,,,,,,,,
753,2009,Baddeck,46.0999,-60.74752,,TPresent_NS2009,55,NS,0,1,0,,,,,,,,,
754,2009,Fourchu,45.7167,-60.2452,,TPresent_NS2009,56,NS,1,1,0,,,,,,,,,
755,2009,Gabarus,45.8202,-60.1545,,TPresent_NS2009,57,NS,1,1,0,,,,,,,,,
756,2009,Louisbourg,45.91798,-59.98935,,TPresent_NS2009,58,NS,0,1,0,,,,,,,,,
757,2009,Main a Dieu,46.0065,-59.8411,,TPresent_NS2009,59,NS,1,1,0,,,,,,,,,
758,2009,Sydney; RCBYC,46.13993,-60.16775,,TPresent_NS2009,62,NS,0,1,1,,,,,,,,,
759,2009,North Sydney,46.2068,-60.249,,TPresent_NS2009,63,NS,1,1,1,,,,,,,,,
760,2009,Alder Point,46.3085,-60.284,,TPresent_NS2009,64,NS,1,1,1,,,,,,,,,
761,2009,Englishtown-A,46.2848,-60.5428,,TPresent_NS2009,65,NS,0,0,0,,,,,,,,,
762,2009,New Campbellton,46.28908,-60.43633,,TPresent_NS2009,66,NS,0,1,0,,,,,,,,,
763,2009,Ingonish,46.6893,-60.3592,,TPresent_NS2009,67,NS,1,1,0,,,,,,,,,
764,2009,Neil?s Harbour,46.8075,-60.3201,,TPresent_NS2009,68,NS,0,0,0,,,,,,,,,
765,2009,Dingwall,46.9032,-60.4604,,TPresent_NS2009,69,NS,1,1,1,,,,,,,,,
766,2009,Bay St. Lawrence,47.0001,-60.4647,,TPresent_NS2009,70,NS,1,1,0,,,,,,,,,
767,2009,Cheticamp,46.6268,-61.01597,,TPresent_NS2009,71,NS,1,1,0,,,,,,,,,
768,2009,Inverness,46.23,-61.3169,,TPresent_NS2009,72,NS,0,1,0,,,,,,,,,
769,2009,Mabou-A,46.08573,-61.46442,,TPresent_NS2009,73,NS,0,0,0,,,,,,,,,
770,2009,Big Bras D?Or,46.28117,-60.425,,TPresent_NS2009,76,NS,0,1,0,,,,,,,,,
771,2009,Pictou,45.6744,-62.7118,,TPresent_NS2009,77,NS,0,0,1,,,,,,,,,
772,2009,Havre Boucher,45.6888,-61.5275,,TPresent_NS2009,79,NS,0,0,1,,,,,,,,,
773,2009,Robin?s Cove; IMBC,45.5062,-61.0999,,TPresent_NS2009,80,NS,1,1,1,,,,,,,,,
774,2009,Riverport,44.2896,-64.3446,,TPresent_NS2009,81,NS,1,1,0,,,,,,,,,
775,2009,Port Mouton,43.9194,-64.8434,,TPresent_NS2009,82,NS,1,1,1,,,,,,,,,
776,2009,East Bay-A,46.0167,-60.3889,,TPresent_NS2009,85,NS,0,1,0,,,,,,,,,
777,2009,East Bay-B,46.0136,-60.3892,,TPresent_NS2009,86,NS,0,0,0,,,,,,,,,
778,2009,Dundee Marina,45.7,-61.0911,,TPresent_NS2009,87,NS,0,1,0,,,,,,,,,
779,2009,Little Narrows,45.9919,-60.9842,,TPresent_NS2009,88,NS,0,1,0,,,,,,,,,
780,2009,Port Morien,46.1308,-59.8703,,TPresent_NS2009,89,NS,1,1,0,,,,,,,,,
781,2009,South Bar,46.1997,-60.2041,,TPresent_NS2009,90,NS,1,1,0,,,,,,,,,
786,2009,Musquash,45.1867,-66.2575,,Tdist_NB2009,132,NB,0,0,0,,,,,,,,,
787,2009,Dipper Harbour,45.0944,-66.4168,,Tdist_NB2009,133,NB,0,1,0,,,,,,,,,
788,2009,Beaver Harbour NB,45.0688,-66.7398,,Tdist_NB2009,135,NB,0,1,1,,,,,,,,,
789,2009,North Head,44.768,-66.762,,Tdist_NB2009,136,NB,0,1,1,,,,,,,,,
790,2009,Ingalls Head,44.6609,-66.7566,,Tdist_NB2009,137,NB,0,1,1,,,,,,,,,
791,2009,Wallace Cove,45.0466,-66.8052,,Tdist_NB2009,138,NB,0,0,1,,,,,,,,,
792,2009,Lime Kiln Bay,45.0594,-66.8217,,Tdist_NB2009,139,NB,0,0,1,,,,,,,,,
793,2009,Seal Cove,44.6474,-66.8413,,Tdist_NB2009,140,NB,0,1,1,,,,,,,,,
794,2009,Back Bay,45.0561,-66.8638,,Tdist_NB2009,141,NB,0,1,1,,,,,,,,,
795,2009,Charlie Cove,45.0305,-66.864,,Tdist_NB2009,142,NB,0,0,1,,,,,,,,,
796,2009,Letete,45.0513,-66.8956,,Tdist_NB2009,143,NB,0,0,1,,,,,,,,,
797,2009,Head Harbour,44.9466,-66.9055,,Tdist_NB2009,144,NB,1,1,1,,,,,,,,,
798,2009,Wilson Beach,44.9283,-66.94,,Tdist_NB2009,145,NB,0,1,1,,,,,,,,,
799,2009,Leonardville,44.9716,-66.9527,,Tdist_NB2009,146,NB,0,1,1,,,,,,,,,
800,2009,Indian Island,44.9349,-66.9691,,Tdist_NB2009,147,NB,0,0,1,,,,,,,,,
801,2009,Hog Island,45.1418,-66.9929,,Tdist_NB2009,148,NB,0,0,1,,,,,,,,,
802,2009,Fairhaven,44.96,-67.0079,,Tdist_NB2009,149,NB,0,1,1,,,,,,,,,
803,2009,Fairhaven MF,44.964,-67.0143,,Tdist_NB2009,150,NB,0,0,1,,,,,,,,,
804,2009,St.Andrews,45.0677,-67.0531,,Tdist_NB2009,151,NB,0,1,1,,,,,,,,,
805,2009,SABS,45.0823,-67.0847,,Tdist_NB2009,152,NB,0,0,1,,,,,,,,,
806,2009,Harbour de Loutre,44.92,-66.938667,,Tdist_NB2009,163,NB,0,1,1,,,,,,,,,
807,2008,Digby; RWNSYC,44.63015,-65.75233,,TPresent_NS2008,1,NS,0,1,1,,,,,,,,,
808,2008,Meteghan,44.19365,-66.16688,,TPresent_NS2008,2,NS,1,1,1,,,,,,,,,
809,2008,Yarmouth; PEM,43.836,-66.1233,,TPresent_NS2008,3,NS,0,0,0,,,,,,,,,
810,2008,Yarmouth Bar,43.81648,-66.14785,,TPresent_NS2008,4,NS,1,0,0,,,,,,,,,
811,2008,Wedgeport,43.7137,-65.96947,,TPresent_NS2008,6,NS,1,1,1,,,,,,,,,
812,2008,Camp Cove,43.7236,-65.84057,,TPresent_NS2008,7,NS,1,1,1,,,,,,,,,
813,2008,Clark?s Harbour-B,43.4447,-65.6351,,TPresent_NS2008,8,NS,1,1,1,,,,,,,,,
814,2008,Port La Tour,43.49848,-65.46988,,TPresent_NS2008,9,NS,0,1,1,,,,,,,,,
815,2008,Ingomar,43.56273,-65.36245,,TPresent_NS2008,10,NS,1,1,1,,,,,,,,,
816,2008,Gunning Cove,43.68073,-65.33973,,TPresent_NS2008,11,NS,0,1,1,,,,,,,,,
817,2008,Shelburne; YC,43.7578,-65.322,,TPresent_NS2008,12,NS,0,1,1,,,,,,,,,
818,2008,Lockeport,43.6995,-65.1074,,TPresent_NS2008,13,NS,1,1,1,,,,,,,,,
819,2008,Moose Harbour,44.0187,-64.6644,,TPresent_NS2008,15,NS,0,1,0,,,,,,,,,
820,2008,Lunenburg,44.37525,-64.30687,,TPresent_NS2008,18,NS,1,1,1,,,,,,,,,
821,2008,Indian Point,44.45598,-64.30683,,TPresent_NS2008,19,NS,1,1,1,,,,,,,,,
822,2008,Mahone Bay,44.44782,-64.37437,,TPresent_NS2008,20,NS,1,1,1,,,,,,,,,
823,2008,Chester,44.5378,-64.2384,,TPresent_NS2008,21,NS,1,1,1,,,,,,,,,
824,2008,Hubbards,44.63768,-64.05907,,TPresent_NS2008,22,NS,0,1,0,,,,,,,,,
825,2008,Halifax; BIO Jetty,44.68187,-63.61187,,TPresent_NS2008,24,NS,0,1,1,,,,,,,,,
826,2008,Beaver Harbour,44.895,-62.4141,,TPresent_NS2008,27,NS,0,0,0,,,,,,,,,
827,2008,Yankee Cove,45.23297,-61.15875,,TPresent_NS2008,37,NS,0,1,1,,,,,,,,,
828,2008,Eddy Point,45.521,-61.26368,,TPresent_NS2008,40,NS,0,1,1,,,,,,,,,
829,2008,Venus Cove,45.6153,-61.3901,,TPresent_NS2008,41,NS,0,1,1,,,,,,,,,
830,2008,Arichat,45.51055,-61.01768,,TPresent_NS2008,42,NS,0,1,0,,,,,,,,,
831,2008,Petit de Grat-A,45.5071,-60.9605,,TPresent_NS2008,44,NS,1,1,1,,,,,,,,,
832,2008,"D?Escousse, LPYC",45.5887,-60.9618,,TPresent_NS2008,45,NS,1,1,1,,,,,,,,,
